POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
8-JUB-60D-ESS,34281029624,Petrobras,8JUB60DESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,8,Injeção,INJEÇÃO DE ÁGUA,FECHADO,2020-04-14,2021-01-13,2021-02-13 00:00:00,"-21:17:44,492","-40:01:04,874","-21,2956922222","-40,0180205555",SIRGAS2000,Definitiva,Direcional,4817.8,4863.0,4863.0,MR,32.0,0.0,1324.0,NM,nan,Lagoa Feia,Coqueiros,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-29,CAROLINA,S,01/01/2023
7-CNC-44-ES,34270029625,Petrobras,7CNC44ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-08-16,2020-08-21,2021-08-03 00:00:00,"-19:13:49,510","-39:50:49,688","-19,2304194444","-39,8471355555",SIRGAS2000,Definitiva,Vertical,-820.2,827.7,828.7,MR,8.48,3.33,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-SAB-6-RN,72100029718,Potiguar E&P S.A.,7SAB0006RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,OUTRAS FINALIDADES,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-08-20,2021-08-23,2021-09-10 00:00:00,"-05:28:49,830","-37:08:04,060","-5,4805083333","-37,1344611111",SIRGAS2000,Definitiva,Vertical,483.2,612.0,612.0,MR,128.8,123.6,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SAB-7-RN,72100029716,Potiguar E&P S.A.,7SAB0007RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-08-13,2021-08-08,2021-09-03 00:00:00,"-05:28:58,290","-37:07:42,200","-5,4828583333","-37,1283888888",SIRGAS2000,Definitiva,Vertical,402.8,534.0,532.9,MR,131.2,126.0,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-CNC-47-ES,34270029643,Petrobras,7CNC47ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-10-27,2020-11-08,2021-05-13 00:00:00,"-19:14:00,443","-39:50:49,631","-19,2334563888","-39,8471197222",SIRGAS2000,Definitiva,Vertical,1000.5,1009.0,1009.0,MR,8.41,3.26,0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-CNC-46-ES,34270029628,Petrobras,7CNC46ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-08-30,2020-09-06,2021-05-07 00:00:00,"-19:13:45,655","-39:50:47,811","-19,2293486111","-39,8466141666",SIRGAS2000,Definitiva,Vertical,-868.8,879.0,877.2,MR,8.38,3.23,0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-CNC-40-ES,34270029631,Petrobras,7CNC40ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-09-10,2020-09-16,2021-05-05 00:00:00,"-19:13:46,500","-39:50:46,768","-19,2295833333","-39,8463244444",SIRGAS2000,Definitiva,Vertical,-885.2,894.0,893.7,MR,8.41,3.26,0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
9-BUZ-48D-RJS,74316029635,Petrobras,9BUZ48DRJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2020-10-04,2020-12-13,2021-01-05 00:00:00,"-24:35:45,108","-42:38:37,734","-24,5958633333","-42,643815",SIRGAS2000,Definitiva,Direcional,-5932.4,6016.0,6016.0,MR,32.0,0.0,1850.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-41,ODN I,S,01/01/2023
7-CNC-45D-ES,34270029632,Petrobras,7CNC45DES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,INJETANDO,2020-09-21,2020-10-13,2021-06-26 00:00:00,"-19:13:43,231","-39:50:44,551","-19,2286752777","-39,8457086111",SIRGAS2000,Definitiva,Direcional,-827.0,945.0,899.7,MR,8.41,3.26,0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-BUZ-57D-RJS,74316029726,Petrobras,8-BUZ-57D-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-12,2021-11-19,2021-12-10 00:00:00,"-24:37:01,097","-42:32:53,119","-24,6169713888","-42,5480886111",SIRGAS2000,Definitiva,Direcional,-6128.2,6254.0,6254.0,MR,25.0,0.0,1892.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-BUZ-53i-RJS,74316029723,Petrobras,8-BUZ-53i-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-08-04,2021-08-11,2021-10-11 00:00:00,"-24:46:05,315","-42:27:43,919","-24,7681430555","-42,4621997222",SIRGAS2000,Definitiva,Vertical,-2919.6,2945.0,2945.0,MR,25.0,0.0,2035.0,NM,,Guaratiba,Ariri,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-31,PETROBRAS 10000,N,01/01/2023
7-MRO-17A-RJS,74316029725,Petrobras,7-MRO-17A-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-07,2021-11-08,2021-11-26 00:00:00,"-24:36:33,394","-42:14:04,462","-24,6092761111","-42,2345727777",SIRGAS2000,Definitiva,Vertical,-5768.9,5790.0,5795.0,MR,25.0,0.0,1950.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
7-GVTE-3D-MA,50090029751,Eneva,7-GVTE-3D-MA,MA,Parnaíba,nan,GVTE ,GAVIÃO TESOURA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-11-21,2021-11-28,2021-12-01 00:00:00,"-04:20:58,141","-44:52:34,205","-4,3494836111","-44,8761680555",SIRGAS2000,Definitiva,Direcional,1499.4,1860.0,1859.3,MR,32.0,26.0,0.0,NM,,Canindé,Longá,,Existe,,,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
8-MRO-19-RJS,74316029740,Petrobras,8-MRO-19-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-10-23,2021-11-03,2021-11-20 00:00:00,"-24:39:04,066","-42:15:43,203","-24,6511294444","-42,2620008333",SIRGAS2000,Definitiva,Vertical,-3065.0,3090.0,3090.0,MR,25.0,0.0,1977.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,"NS-39, NS-40","Deepwater Corcovado, Deepwater Myconos",N,01/01/2023
7-RO-177DB-RJS,74281029731,Petrobras,7-RO-177DB-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-06,2021-09-18,2021-10-24 00:00:00,"-21:56:32,000","-39:42:22,377","-21,9422222222","-39,7062158333",SIRGAS2000,Definitiva,Direcional,-3287.7,3358.0,3358.0,MR,32.0,0.0,1868.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-PTR-5D-RN,72100029739,Potiguar E&P S.A.,7PTR0005DRN,RN,Potiguar,nan,PTR  ,PATURI,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-10-18,2021-10-21,2021-10-23 00:00:00,"-05:20:10,810","-37:10:08,130","-5,3363361111","-37,168925",SIRGAS2000,Definitiva,Direcional,-1083.0,1207.0,1198.7,MR,5.2,76.6,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SBO-11-RN,72100029755,Potiguar E&P S.A.,7SBO0011RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-01,2021-12-02,2021-12-18 00:00:00,"-05:28:26,031","-37:06:01,372","-5,4738975","-37,1003811111",SIRGAS2000,Definitiva,Vertical,-439.44,566.0,566.0,MR,126.6,121.4,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SAB-8-RN,72100029745,Potiguar E&P S.A.,7SAB0008RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-11-08,2021-11-09,2021-11-30 00:00:00,"-05:28:53,870","-37:07:52,960","-5,4816305555","-37,1313777777",SIRGAS2000,Definitiva,Vertical,-470.6,599.0,599.0,MR,129.41,124.23,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SBO-12-RN,72100029757,Potiguar E&P S.A.,7SBO0012RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-07,2021-12-09,2021-12-23 00:00:00,"-05:28:35,620","-37:06:05,510","-5,4765611111","-37,1015305555",SIRGAS2000,Definitiva,Vertical,-423.26,550.0,550.0,MR,126.6,121.4,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SAB-9-RN,72100029747,Potiguar E&P S.A.,7SAB0009RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-11-15,2021-11-16,2021-11-17 00:00:00,"-05:28:59,460","-37:08:01,230","-5,4831833333","-37,133675",SIRGAS2000,Definitiva,Vertical,455.08,585.0,585.0,MR,129.25,124.1,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-GVTE-2D-MA,50090029756,Eneva,7-GVTE-2D-MA,MA,Parnaíba,nan,GVTE ,GAVIÃO TESOURA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-12-05,2021-12-12,2021-12-16 00:00:00,"-04:20:44,616","-44:51:44,339","-4,3457266666","-44,8623163888",SIRGAS2000,Definitiva,Direcional,1515.0,1879.0,1877.0,MR,41.0,35.0,0.0,NM,,Canindé,Longá,,Existe,,,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
7-PRG-72HP-RJS,74281029749,Equinor Brasil,BMC7A19A,RJ,Campos,nan,PRG  ,PEREGRINO,M,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-11-17,2021-12-08,2021-12-26 00:00:00,"-23:20:04,024","-41:17:54,501","-23,3344511111","-41,2984725",SIRGAS2000,Definitiva,Horizontal,2320.0,5302.0,5302.0,MR,50.0,0.0,106.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,DR-A,DRILLINGRIG-A,N,01/01/2023
7-SBO-17-RN,72100029761,Potiguar E&P S.A.,7SBO0017RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-13,2021-12-15,2021-12-16 00:00:00,"-05:28:56,240","-37:07:11,620","-5,4822888888","-37,1198944444",SIRGAS2000,Definitiva,Vertical,-404.0,535.0,535.0,MR,131.19,126.01,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
8-BUZ-56DA-RJS,74316029764,Petrobras,8-BUZ-56DA-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-12-11,2021-12-17,2021-12-17 00:00:00,"-24:34:27,170","-42:34:27,296","-24,5742138888","-42,5742488888",SIRGAS2000,Definitiva,Direcional,-2850.8,2876.0,2876.0,MR,25.0,0.0,1819.0,NM,,Guaratiba,Piçarras,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-MRO-13D-RJS,74316029683,Petrobras,8MRO13DRJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-04-11,2021-05-19,2021-06-06 00:00:00,"-24:33:39,204","-42:13:47,615","-24,56089","-42,2298930555",SIRGAS2000,Definitiva,Direcional,-6000.0,6272.0,6273.0,MR,25.0,0.0,1900.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,,,,,,NS-39,Deepwater Myconos,S,01/01/2023
7-SDR-5-ES,34270029680,BGM,7-SDR-5,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-04-05,2021-04-17,2021-04-17 00:00:00,"-19:11:41,970","-39:50:17,150","-19,1949916666","-39,8380972222",SIRGAS2000,Definitiva,Vertical,-855.0,866.0,866.0,MR,10.6,4.6,0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
7-RE-58-RN,72100029693,3R Areia,7-RE-58-RN,RN,Potiguar,nan,RE   ,REDONDA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-05-20,2021-06-15,2021-07-01 00:00:00,"-04:56:56,902","-37:00:05,160","-4,9491394444","-37,0014333333",SIRGAS2000,Definitiva,Vertical,1421.0,1471.0,1469.2,MR,50.0,46.25,0.0,NM,,,Embasamento,,Existe,,,,Existe,,,,,,,,,,Existe,,,,ALT-107,ALT-107,I,01/01/2023
7-SDR-6-ES,34270029685,BGM,7-SDR-6-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-04-23,2021-05-07,2021-05-07 00:00:00,"-19:11:38,150","-39:50:20,220","-19,1939305555","-39,83895",SIRGAS2000,Definitiva,Vertical,-871.0,882.0,882.0,MR,10.6,4.6,0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,,,,,,,,CW-02,Cowan-02,I,01/01/2023
9-BUZ-54-RJS,74316029697,Petrobras,9-BUZ-54-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-05-22,2021-08-30,2021-09-27 00:00:00,"-24:43:53,680","-42:24:56,082","-24,7315777777","-42,4155783333",SIRGAS2000,Definitiva,Vertical,6275.5,6276.0,6276.0,MR,25.0,0.0,2050.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
9-BUZ-49A-RJS,74316029686,Petrobras,9BUZ49ARJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-04-27,2021-05-02,2021-05-18 00:00:00,"-24:32:15,742","-42:34:03,859","-24,5377061111","-42,5677386111",SIRGAS2000,Definitiva,Vertical,-6360.0,6385.0,6385.0,MR,25.0,0.0,1727.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,SS-73,GOLD STAR,S,01/01/2023
7-AB-136D-RJS,74281029688,Petrobras,7-AB-136D-RJS,RJ,Campos,nan,AB   ,ALBACORA,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-05-02,2021-06-16,2021-07-04 00:00:00,"-22:07:14,773","-39:55:09,120","-22,1207702777","-39,9192",SIRGAS2000,Definitiva,Direcional,-2645.0,2781.0,2782.0,MR,24.0,0.0,563.0,NM,,Campos,Ubatuba,Geribá,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,SS-81,NORBE VI,N,01/01/2023
8-SBBG-3D-RJS,74316029690,Petrobras,8-SBBG-3D-RJS,RJ,Santos,nan,SBBG ,SUL DE BERBIGÃO,M,S,8,Injeção,INJEÇÃO DE GÁS NATURAL,INJETANDO,2021-05-09,2021-06-16,2021-07-11 00:00:00,"-25:04:40,074","-42:38:46,376","-25,0777983333","-42,6462155555",SIRGAS2000,Definitiva,Direcional,-5656.6,6282.0,6282.0,MR,31.0,0.0,2295.0,NM,,,,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-42,ODN II,S,01/01/2023
7-GVBL-1D-MA,50090029710,Eneva,7-GVBL-1D-MA,MA,Parnaíba,nan,GVBL ,GAVIÃO BELO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-07-18,2021-07-28,2021-07-28 00:00:00,"-05:41:55,020","-44:07:22,739","-5,6986166666","-44,1229830555",SIRGAS2000,Definitiva,Direcional,1344.6,1930.0,1929.0,MR,193.0,187.0,0.0,NM,,Canindé,Pimenteiras,,,,,Existe,Existe,,,Existe,,,,,Existe,,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
7-RO-176H-RJS,74281029699,Petrobras,7-RO-176H-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-08-24,2021-11-16,2021-12-12 00:00:00,"-21:58:19,258","-39:44:00,951","-21,9720161111","-39,7335975",SIRGAS2000,Definitiva,Horizontal,3236.0,4365.0,4365.0,MR,32.0,0.0,1816.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-TUP-121D-RJS,74316029694,Petrobras,7-TUP-121D-RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-05-22,2021-05-28,2021-06-07 00:00:00,"-25:09:32,654","-42:55:32,559","-25,1590705555","-42,9257108333",SIRGAS2000,Definitiva,Direcional,3341.0,3341.0,3341.0,MR,25.0,0.0,2248.0,NM,,Guaratiba,Barra Velha,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-43,AMARALINA STAR,N,01/01/2023
7-RO-175H-RJS,74281029695,Petrobras,7-RO-175H-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-05-26,2021-08-06,2021-08-20 00:00:00,"-21:57:40,248","-39:45:02,152","-21,96118","-39,7505977777",SIRGAS2000,Definitiva,Horizontal,-3040.9,3874.0,3874.0,MR,32.0,0.0,1781.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-BUZ-50D-RJS,74316029660,Petrobras,7BUZ50DRJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-12-23,2021-02-16,2021-03-06 00:00:00,"-24:34:02,942","-42:33:23,772","-24,5674838888","-42,5566033333",SIRGAS2000,Definitiva,Direcional,-5710.22,5827.0,5827.0,MR,25.0,0.0,1804.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-31,PETROBRAS 10000,S,01/01/2023
8-BUZ-51-RJS,74316029666,Petrobras,8BUZ51RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-01-23,2021-04-24,2021-05-26 00:00:00,"-24:36:35,226","-42:30:42,189","-24,609785","-42,5117191666",SIRGAS2000,Definitiva,Vertical,-5989.4,6022.0,6022.0,MR,32.0,0.0,1917.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-MRO-12A-RJS,74316029661,Petrobras,8MRO12ARJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE GÁS NATURAL,INJETANDO,2020-12-27,2021-02-08,2021-02-22 00:00:00,"-24:34:11,065","-42:13:17,073","-24,5697402777","-42,2214091666",SIRGAS2000,Definitiva,Vertical,-5801.9,5835.0,5835.0,MR,25.0,0.0,1943.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
7-JUB-61D-ESS,34281029681,Petrobras,7JUB61DESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2021-03-30,2021-10-22,2021-12-31 00:00:00,"-21:14:30,112","-39:58:39,672","-21,2416977777","-39,9776866666",SIRGAS2000,Definitiva,Direcional,4680.0,4760.0,4760.0,MR,31.0,0.0,1428.0,NM,,Lagoa Feia,Coqueiros,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,SS-81,NORBE VI,S,01/01/2023
7-TIE-3DA-BA,20240029663,Maha Energy,7TIE3DABA,BA,Recôncavo,nan,TIE  ,TIÊ,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO PERMANENTEMENTE,2020-12-07,2021-02-04,2021-03-28 00:00:00,"-12:21:43,709","-38:16:44,677","-12,3621413888","-38,2790769444",SIRGAS2000,Definitiva,Direcional,1646.3,1831.0,1831.0,MR,87.39,79.54,0.0,NM,,Brotas,Sergi,,Existe,,,,,,,,,,,,,,,,,,FV-2,FAXE-2,I,01/01/2023
1-EMEB-2-RJS,74316029717,ExxonMobil Brasil,Titã-1,RJ,Santos,TITA,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-08-15,2021-10-23,2021-11-08 00:00:00,"-24:41:30,379","-41:02:21,393","-24,6917719444","-41,0392758333",SIRGAS2000,Definitiva,Vertical,4940.0,4970.0,4962.6,MR,25.0,2644.0,2644.0,NM,,Guaratiba,Camboriú,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,WSA,West Saturn,S,01/01/2023
1-EMEB-1A-RJS,74281029667,ExxonMobil Brasil,Opal-1A,RJ,Campos,C-M-789,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-02-09,2021-07-18,2021-08-06 00:00:00,"-24:39:17,028","-40:53:42,783","-24,65473","-40,8952175",SIRGAS2000,Definitiva,Vertical,5636.0,5636.0,5636.0,MR,25.0,2678.0,2678.0,NM,,,Cabiúnas,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,WSA,West Saturn,S,01/01/2023
7-RIP-3A-ES,34270029668,Imetame,7-TAL-1A-ES,ES,Espírito Santo,nan,RIP  ,RIO IPIRANGA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL E CONDENSADO,PRODUZINDO,2020-11-28,2021-04-19,2021-04-03 00:00:00,"-19:19:38,922","-39:45:35,178","-19,3274783333","-39,7597716666",SIRGAS2000,Definitiva,Vertical,2693.56,2700.0,2657.56,MR,6.44,1.44,0.0,NM,,Barra Nova,São Mateus,,Existe,,,Existe,Existe,,,Existe,,,,,Existe,,Existe,Existe,,,IME-01,IMETAME_ENERGIA_01,I,01/01/2023
